0.042053,0.030060,0.024323
0.033112,0.027740,0.023834
0.028030,0.022781,0.018494
0.049042,0.036774,0.029526
0.036438,0.031677,0.027298
0.040466,0.031342,0.027390
0.043976,0.035278,0.031616
0.025909,0.017136,0.012253
0.024170,0.016342,0.011787
0.198242,0.112671,0.071045
0.196289,0.115173,0.074402
0.281250,0.172974,0.115479
0.119446,0.064636,0.037262
0.154053,0.086243,0.051666
0.249634,0.153076,0.103394
0.127319,0.073364,0.046387
0.205444,0.120239,0.076965
0.277344,0.176758,0.120544
0.018387,0.011177,0.008675
0.032471,0.024673,0.020615
0.021286,0.015015,0.010704
0.026535,0.016235,0.012589
0.029968,0.021332,0.017944
0.027863,0.018875,0.013222
0.027603,0.019943,0.015358
0.017426,0.011749,0.008781
0.018784,0.012390,0.008621
0.341797,0.217285,0.150513
0.252930,0.150269,0.096619
0.250977,0.154541,0.102234
0.308105,0.196777,0.137085
0.299316,0.187256,0.131592
0.530273,0.344971,0.251221
0.454834,0.298828,0.213745
0.379639,0.250488,0.181519
0.526855,0.345215,0.254639
0.048523,0.037201,0.030701
0.039246,0.030136,0.023026
0.027908,0.021515,0.015976
0.037872,0.033020,0.029037
0.038818,0.033112,0.027435
0.036041,0.031799,0.027420
0.289307,0.174683,0.122009
0.254150,0.152832,0.105164
0.395264,0.252197,0.190918
0.273438,0.165527,0.115234
0.151367,0.083923,0.053070
0.242676,0.154053,0.110046
0.036560,0.025223,0.021347
0.033447,0.024384,0.021164
0.034302,0.024429,0.020584
0.018219,0.012993,0.010559
0.031952,0.021240,0.018188
0.254150,0.143799,0.090820
0.213501,0.108215,0.069824
0.168579,0.083374,0.054138
0.424316,0.283691,0.204346
0.229980,0.134033,0.088440
0.018646,0.013206,0.009987
0.017624,0.012100,0.008408
0.032990,0.024155,0.017227
0.018799,0.013451,0.009224
0.033051,0.024872,0.018616
0.038757,0.029297,0.021286
0.333496,0.213135,0.148804
0.299805,0.198608,0.141968
0.317139,0.212891,0.154785
0.257324,0.165894,0.114380
0.328857,0.214844,0.151123
0.353516,0.233643,0.161499
0.008636,0.006634,0.004807
0.013153,0.009804,0.007088
0.011589,0.008789,0.006069
0.011093,0.008774,0.006508
0.010048,0.007294,0.004833
0.009819,0.007496,0.004559
0.008392,0.006504,0.004570
0.007935,0.006737,0.004910
0.010910,0.008064,0.005108
0.500977,0.424805,0.335205
0.474609,0.339355,0.251465
0.402832,0.275879,0.206543
0.097168,0.064392,0.042236
0.306152,0.220825,0.152222
0.065613,0.041901,0.026962
0.048828,0.031219,0.019394
0.177368,0.121765,0.082153
0.119934,0.078674,0.052002
0.014778,0.009972,0.006626
0.012375,0.008377,0.006031
0.008400,0.006008,0.004005
0.031342,0.024017,0.017914
0.031647,0.024368,0.018082
0.019135,0.013153,0.008766
0.029968,0.023209,0.016800
0.010368,0.006779,0.004692
0.011055,0.007103,0.004253
0.087585,0.051544,0.033844
0.098999,0.058228,0.036102
0.100586,0.060272,0.039307
0.096191,0.061157,0.041779
0.086304,0.051697,0.033478
0.110901,0.071533,0.049469
0.083801,0.051300,0.032379
0.106323,0.064575,0.039948
0.074463,0.044312,0.028015
0.022476,0.015930,0.011368
0.024216,0.018433,0.014038
0.041931,0.031113,0.021866
0.023422,0.016800,0.012482
0.044922,0.034546,0.025696
0.044434,0.035217,0.027756
0.501465,0.323730,0.229004
0.456299,0.305176,0.218628
0.474854,0.312256,0.224243
0.419434,0.278809,0.197388
0.542969,0.348389,0.249878
0.520508,0.335693,0.244507
0.030243,0.025391,0.022507
0.038300,0.029999,0.026382
0.036499,0.028259,0.023895
0.030548,0.024887,0.022705
0.033844,0.027039,0.024048
0.028809,0.023224,0.020126
0.031097,0.026138,0.024063
0.023651,0.018463,0.015900
0.016647,0.012901,0.010147
0.526855,0.374268,0.313232
0.497559,0.332764,0.259521
0.590820,0.558105,0.473145
0.428223,0.279785,0.213379
0.407227,0.272461,0.212524
0.240112,0.160156,0.120239
0.442627,0.304932,0.234863
0.418945,0.290283,0.223267
0.150391,0.097961,0.070374
0.011475,0.008614,0.006477
0.006474,0.004532,0.002790
0.006416,0.004517,0.002928
0.011475,0.008507,0.006775
0.005367,0.003428,0.002390
0.022888,0.018341,0.012611
0.018677,0.014328,0.009995
0.022156,0.017670,0.011879
0.401123,0.241089,0.181641
0.222046,0.106628,0.074768
0.161255,0.069214,0.045990
0.162476,0.077209,0.050049
0.562012,0.402344,0.325684
0.180420,0.081970,0.057861
0.309326,0.200195,0.146484
0.557617,0.453369,0.373535
0.055267,0.042175,0.035858
0.075928,0.054260,0.045227
0.057068,0.041779,0.035583
0.066895,0.049561,0.041168
0.072815,0.051392,0.041443
0.041473,0.031235,0.026657
0.366455,0.237793,0.178711
0.306885,0.200439,0.155151
0.301025,0.199341,0.150635
0.291748,0.194458,0.146606
0.278320,0.187500,0.141724
0.290283,0.191528,0.144897
0.046509,0.034912,0.029892
0.064148,0.046356,0.038452
0.037140,0.027451,0.023987
0.072449,0.050385,0.041199
0.033447,0.026962,0.023605
0.030975,0.024521,0.021423
0.316895,0.209229,0.159912
0.257813,0.170288,0.128906
0.220825,0.146118,0.111511
0.357178,0.239868,0.185181
0.332764,0.220581,0.170166
0.332031,0.217651,0.167847
0.014381,0.010330,0.007572
0.011467,0.008179,0.005737
0.015175,0.012848,0.009567
0.021133,0.015091,0.011475
0.015083,0.010788,0.007801
0.009956,0.007332,0.005531
0.070129,0.044098,0.031174
0.134888,0.094238,0.072510
